Lipids,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S66,S67,S68
PG(34:1),1770807,1525496,10409,1765672,1816179,1511938,1452998,1818172,1816867,1809226,1772180,1685308,1710585,1653485,1893546,1585955,1761178,1821271,1634084,1381877,1440655,1191961,1186069,1703476,1283128,1459812,1580578,1434566,1285744,1257479,1372966,1495909,1870856,1376998,1481283,1310178,1451168,1187806,1260343,1397359,1279922,1356808,1041496,1582015,1335923,1060482,1250465,1170974,1085402,1157213,1234756,901706,1120190,923282,792184,1775,865858,914910,928844,920844,1096382,1091150,818131,1043163,1092933,923605,946305,1065620
TG(54:6) ,1765557,1598103,4152,1849583,2004894,1829899,163013,1945718,2113265,814910,2038362,1906916,2019337,248843,134277,157721,121143,2529451,1942591,113497,1402135,1371336,1146608,111102,1238251,1187828,132964,1419518,1420157,83057,1666670,1971248,270660,1646943,655146,1369095,150269,1103082,203293,1407617,1254540,1333336,818650,414456,1377097,73397,78465,80915,74893,160409,1177355,742903,119441,849431,52525,4338,533387,798162,676749,156651,741060,67518,168786,76215,140753,118161,90769,53093
HexCer(d18:1/18:0),1761530,1839679,132305,1595050,1502220,1580509,1925346,1681633,1654147,1691623,1564806,1578776,1422331,1443183,1578958,1471220,1703420,1700696,1956258,1468081,1591413,1590338,1464451,1471038,1552681,1653795,1598526,1764233,1589762,1764646,1588153,1704740,1781269,1601440,1702730,1717361,1424736,1733830,1892212,1560982,1401290,1832877,1587633,1991184,1766249,1545545,1534367,1453021,1628850,1502463,1683816,1446733,1523346,1464381,1456548,7954,1287470,1382184,1093685,1451255,1559361,1553424,1557890,1652880,1457003,1309463,1548509,1525511
DG(18:0_20:4),1562105,986896,26478,1629522,1865596,1249269,504575,1587090,2479535,2030420,1478777,1433730,1930722,1145036,2231055,2106986,966405,2767159,2039071,1075897,1290562,961392,1517200,2151960,1298771,1481080,1374071,1219349,1597811,658780,1546619,2114678,1111255,1293234,741555,951622,1334541,995748,821472,1256127,480659,1071408,815336,1200058,1309307,703831,762427,1093334,817028,1140079,1087647,613565,1104700,511138,690075,5037,974647,511331,1068720,766838,1135267,1079911,826672,849358,800778,908407,712040,891084
TG(52:3) ,1495862,1766538,43844,1800954,1949785,1502061,2094575,1860989,1947962,6731850,3125038,1266345,929701,2989073,1671339,2155085,1936127,1986300,1361267,4331285,982588,2278283,683354,1622432,1392495,2463762,1471286,3069373,858006,1298878,1325908,1821239,2558840,1006511,4589404,1810002,2212603,1359008,1524410,1287228,1474606,1252801,464340,3101789,867964,644215,961917,2666781,621283,1034665,786786,747337,854784,1020420,988333,19616,802861,747316,494992,1055221,627387,2370213,1363798,603999,889691,727030,1732641,1287972
TG(54:4) ,1488380,585716,40564,242447,1540289,509553,606830,1577549,605678,2332162,1283279,133096,223842,553569,1031193,757270,1094047,273289,199842,1271783,1164244,475756,104020,485939,1153652,885822,735815,252941,679229,598035,96789,742009,1650116,1117777,1961109,497040,885859,642925,811228,82387,327415,256151,643392,1372869,1207659,271320,607441,980068,471645,645769,437252,108488,553094,323969,371203,12692,291300,297046,524951,586336,185187,693408,888906,429286,530893,487200,588166,473966
PC(28:0),1468488,1196430,11862,1755813,1918324,1590840,337566,2547481,2003335,772136,1737601,1655214,2103984,475765,651602,461542,605302,2282494,2686973,1145025,1067604,750811,804745,480721,844461,1212966,422179,1330377,1833551,257831,1237222,1611809,716725,1221409,433465,875484,365967,689103,253568,1167192,884430,1164551,584564,530776,1245222,183864,249037,662336,193889,207355,1029770,412098,188230,476610,335015,1322,311705,429535,438140,130050,587644,676572,96007,164064,162701,118179,421855,549937
AC(18:0),1440040,621872,9489,741615,781310,700109,414408,1376389,981131,1009413,809999,547417,922121,629419,927508,822283,724913,1067851,948700,515795,622913,409912,401624,849967,479494,502642,652219,600903,740201,403039,546924,861403,875004,570004,464943,385218,693701,538043,431032,463903,256826,579127,480375,852140,687785,430921,364621,403476,414697,410808,404851,232361,401881,232295,207931,1565,278719,210093,351821,284265,438074,372255,240248,414995,366688,250406,262260,347911
PE(36:2) ,1421434,960208,122120,1269485,1184692,1084377,1183901,1508941,1332454,1505074,1371639,1030675,1283513,1254043,1487393,1199205,1173643,1327094,1200675,935159,919079,384899,770149,1388462,839790,992515,1155853,941600,971946,1020305,966006,1214494,1382396,955532,1185900,869313,1258416,961544,986307,874087,1028620,979386,555692,1313517,1111400,495466,889346,512371,789731,899809,1146901,594175,891302,630650,596266,26832,419131,377369,547409,335526,700283,830702,462676,856566,980084,668651,619967,680980
PC(40:4) ,1369898,1202211,39123,1373540,1242035,1268900,1160341,1274875,1420685,1586501,1518834,1353142,1526979,1373187,1723520,1523105,1423059,1439185,1585301,1174898,1202661,1096153,1240723,1496544,1350798,1269127,1425725,1296255,1416934,1204725,1244764,1454826,1630817,1267045,1296995,1279397,1373144,1172686,1164582,1346728,1462041,1308927,1199781,1411042,1246366,1283397,1443216,1236238,1241318,1273311,1234559,1042029,1222993,1079077,993174,7701,1069917,1086151,1164351,1265068,1017678,1253466,1228511,1286455,1322327,1233277,1117036,1285786
PC(16:0_16:0),1294120,1394567,49364,1121595,667571,1927595,681269,1005527,2577319,2374390,1204979,969260,1469034,1893859,1218908,1090912,2039974,2623124,1349728,199843,1144588,875497,1506826,1852643,1068667,1144260,1769679,1856304,1837504,619253,2261138,2693677,1321964,1082109,914011,903009,1269270,806655,663166,983831,930702,957122,814526,1226393,1040193,1034159,1537091,1556181,1243323,1392332,1695858,794387,577468,1206472,700709,6723,624793,1220487,618468,783722,1325878,713865,1265344,650204,606261,267713,319360,1641164
PE(18:1_22:6) ,1280974,1262368,28247,1452246,1418094,1264274,1039429,1205019,1512576,1659636,1341567,1316599,1437360,1527765,1632328,1642467,1385227,1492080,1436061,1440933,1514943,1271365,1600213,1653981,1493946,1555594,1659302,1583447,1379327,1276037,1426381,1732976,1870108,1637887,1515433,1443301,1752188,1386095,1393028,1659714,1813850,2155069,1601962,2000559,1947747,1569975,1808143,1979834,1547577,1618938,1645311,1460127,1548974,1370841,1309124,7523,1397725,1584352,1560528,1553936,1739179,1620483,1321916,1552697,1477037,1612111,1682009,1695273
HexCer(d18:1/22:0),1219143,1322335,350693,1016019,1003933,1116238,1385036,1051995,1008672,993207,958394,1137719,972756,1019897,967360,1020937,1061263,985602,1127165,1174240,1167423,1307290,1247627,1089196,1152226,1171602,1125864,1129286,1306090,1440986,1288450,1218140,1193356,1110522,1175568,1374265,1117729,1320507,1359201,1183936,1058106,1468905,1345162,1477172,1383173,1267127,1337844,1211661,1404176,1280765,1266119,1360535,1239562,1430584,1419516,21182,1263314,1337382,1102304,1373274,1267953,1400925,1498875,1354987,1307637,1332499,1363409,1270925
SM(43:2) ,1183674,1001964,75904,1177213,1093849,1069436,931080,1231763,1271073,1222783,1302422,1075386,1244005,1086330,1121044,1011976,1128853,1415468,1064337,978959,992160,966757,869417,962016,908130,954277,986439,1015863,826417,879327,1122917,1194463,1278573,1027307,1059196,875112,950930,934893,841316,979118,972952,976861,737061,1243706,1085458,761936,824235,823903,816808,823729,897099,732411,795996,832778,741541,3982,739373,785218,911137,706918,829531,825184,623281,773745,816463,697720,695612,830944
TG(54:2) ,1137961,1310217,28397,1247843,1548367,1305481,844609,1582530,1590404,1736937,1679977,1255734,1344055,1138879,1233473,961673,1175317,1573192,1435317,1323601,976843,1172863,636826,938222,866669,1013525,866021,1372165,982138,677682,1028461,1189087,1522341,928689,1131538,1142809,860860,741409,707737,1173622,1015464,928133,502269,1075463,795780,460876,693895,1059559,523519,537484,672969,462882,516944,576965,456632,6061,472047,479939,418523,390502,613969,871991,411603,510504,473670,347431,743247,659425
TG(48:1) ,1127826,1517751,78795,1389778,1435335,1373029,528817,1715049,1666057,1193378,2271253,1365299,1164122,684149,789110,618458,752816,1788565,1692028,3272012,1017385,1726623,679642,667522,1098413,1561960,545652,2753859,988528,444935,1247212,1620554,862948,1014891,740473,1678531,589579,925178,412553,947945,1109959,1150162,554045,883290,900610,300002,432358,1420501,337176,340834,819585,568393,308636,752060,800951,14206,464490,686947,497822,317369,660733,1319863,339378,287691,265581,218926,1054857,727603
PC(33:0) ,1038053,623424,32964,604827,1079046,1004428,209188,983340,757285,185898,694868,718040,1169716,177388,193161,95964,133488,823375,696341,490276,650570,715935,562434,132332,410279,415090,95276,475039,631735,2329484,591735,1020337,158699,514847,165333,494897,119782,470042,2091110,542751,683458,720291,285361,191633,461541,2123556,97908,704528,137873,1980559,672731,502262,1855635,563686,496262,10001,205332,352194,593994,1952391,440422,328089,1695423,114258,1955193,1696761,558761,287520
PE(O-34:1),990259,1017090,23996,1010599,924258,986718,914481,1041587,986630,891615,825042,941197,955345,897197,821204,783927,915495,871676,1150280,890687,960310,877980,795515,844117,787034,875506,769810,958459,1074782,796104,902007,840468,768342,946107,839516,789968,738297,813898,796584,760244,792061,808745,722329,813381,859276,688074,691876,649030,662519,683139,806783,635364,692255,703098,639413,1442,616491,689971,585584,601348,716047,744699,506460,679508,618522,557355,693908,576119
FA(18:0),933261,839061,193101,940984,890484,836091,770336,1055612,1129300,972330,890978,760555,895119,792076,936180,929997,1095768,1045563,741284,619869,670226,741452,722399,1003383,573360,681653,641102,628681,664140,571750,804253,826490,818445,787167,591187,619271,610260,571643,512428,565860,457046,496604,449713,608400,552523,460111,440939,548289,509069,512723,546785,457251,527681,443338,379531,99920,452821,433802,496020,452332,484298,555321,413046,551149,498427,479773,439413,563448
HexCer(d18:1/20:0),899464,896941,41899,714870,715932,681027,1002931,644707,745305,855260,720157,749493,726089,716142,712828,754392,751330,735807,797790,751358,733615,743599,750054,694005,703274,743621,675301,794319,722949,859152,805616,862650,875773,784663,797956,858729,745401,795393,862310,735174,689207,933763,747913,1104448,935576,780380,768524,734493,746514,794937,909750,698980,693458,755514,756127,3444,657141,611362,524484,588494,709926,823662,666235,531987,730689,654028,781038,714804
SM(d18:0/16:0),893217,755220,10253,807710,756108,735381,687171,598316,877846,866378,895751,858746,824487,671744,865055,706454,813515,984372,1079604,631042,666056,611465,495397,727817,595633,737562,695753,731682,794500,630252,756882,905373,886462,624773,686242,721300,589670,612556,582267,628674,563521,642029,462494,779592,617281,459807,516447,501531,439999,516310,636500,397402,511140,391114,367399,681,347487,406263,460217,393828,465679,510600,326498,418030,470661,318164,433722,419318
PI(18:0_22:6),833256,676984,12347,732302,841557,602435,537175,927107,848974,840552,863045,705382,819075,588702,966913,880065,868056,926687,880197,577283,598961,502287,491004,767572,636045,832093,739387,650144,580559,598521,709404,824928,1201088,669972,635874,587017,799765,556332,604798,635920,548022,675781,472209,958165,772861,553107,604967,558920,521942,600404,603467,344079,468939,333708,322731,1077,331301,417996,345399,462472,509974,514300,414508,454347,493207,335814,381716,529415
PC(40:5) ,800715,913446,55881,1047378,1099576,1114655,983856,1010619,1130851,1086193,1004159,1045890,1112794,1172811,1131274,1097204,515407,1176593,1071509,976126,1003822,460015,1008213,1152331,985687,519489,1064840,1056446,993050,940505,975447,568461,1170389,988259,1069350,1012181,972140,931394,964117,140396,977926,1002636,888064,1129721,1044186,995806,484990,1074290,938384,1069219,973827,883141,963879,827226,468152,11977,934512,875288,854796,962224,911018,890884,888901,981030,1075096,889817,386885,993364
SM(d18:1/14:0)/SM(d16:1/16:0),767589,633459,5334,1090557,892341,814273,323701,1031187,1144397,738877,1056338,798026,1018831,464832,562627,491490,540530,1208713,1296985,634173,667762,492360,516775,451906,516096,735104,385191,759230,917849,290072,681941,1043900,758353,673637,447951,534426,364055,446930,270281,690855,569925,807013,436706,551207,848027,222402,303914,517863,250834,265083,645334,325133,250547,377272,307335,817,270245,337920,338333,198788,423943,546850,153308,226022,222340,180391,376630,471124
Cer(d18:1/24:1),762533,567132,14479,694496,666256,545113,591622,727822,703105,741045,689956,651228,612606,560618,602493,563610,629205,762436,896942,519523,564411,493332,412319,546755,483109,605732,502142,644897,636282,483224,534231,703670,638861,535229,557692,495977,445904,444354,432457,520731,496542,521461,408090,623920,570866,366957,404960,410887,382801,404271,476108,341470,384682,381606,307909,1644,260252,288449,315929,301982,410531,406852,257400,346287,375091,285992,343702,353109
PC(16:0_18:1),707609,430603,60961,588612,494546,555688,860724,777300,678764,742771,543437,462039,676797,700763,793701,616363,647907,499504,601982,313520,407513,376411,355243,645524,480570,626306,656255,444051,502505,600357,431725,560905,820544,471019,715578,403670,826665,578610,694057,569868,540101,583211,354486,889806,587349,646677,694691,551945,600184,712955,733178,433061,671986,419301,434177,11045,286906,292654,397801,488128,448987,537980,422446,606501,721655,652570,502323,511304
TG(54:3) ,703548,1316916,33694,1002268,1171427,1031466,796336,1137270,897281,2064681,1560792,740862,891035,863402,916050,899609,853759,1201593,1014329,1675567,601161,1175223,295793,756630,822870,1097443,741558,1504038,787663,515182,874235,1164528,1316795,788874,1178940,1123950,877287,696249,638637,974155,931184,818587,426374,1294821,668248,376327,378929,1492893,419583,498089,626712,467782,528908,751402,536196,18091,603648,535436,375514,451087,477752,1145448,582805,410376,460234,420858,1126575,842035
LPC(16:0) ,668995,424798,13604,535516,699279,427035,373023,690424,881354,1175434,778237,619895,779369,622617,902947,872144,592549,976684,932275,466885,567445,463359,487906,884197,521016,719010,756583,539558,626528,466814,575137,1046127,1171735,610933,681199,540669,845237,559119,511486,825078,543612,904752,537890,1158650,949715,572482,626943,643715,562435,712396,670122,427443,598634,401313,375562,4281,458774,399313,586772,566719,666335,583952,474535,583300,476711,544593,473018,653139
PE(O-18:0/22:6),651229,612586,21589,650643,52311,828937,37872,52614,52885,606276,571949,658004,1091523,1116567,54542,544452,613119,604126,518231,754406,602860,566869,742827,685729,500007,618389,670952,486414,38780,672734,671969,645592,49790,39111,43041,609908,522724,569916,561160,45772,562345,592695,526092,51396,692718,481351,459300,538916,344575,550156,698730,27903,630739,562595,420582,2393,463295,519415,538380,511892,33733,685730,542545,590033,637492,498118,607607,533304
PA(36:4),625491,455746,2649,693517,615031,621914,417679,773120,829002,804026,767160,545399,662378,614516,704626,561333,660859,827775,713215,452963,491270,394918,383034,598314,399635,479573,490989,490880,554356,338453,492679,624459,754419,447160,542005,384827,487299,352768,353616,451823,406852,534433,264942,530806,476001,291787,343724,340017,338035,312057,376470,248961,314173,224247,231462,1156,220142,246044,204138,243035,285147,323152,202864,280321,269771,227292,264067,316941
TG(48:2) ,607252,921222,28785,970535,1012523,693979,216725,807954,1254540,1052051,1739248,828124,414510,302866,227421,283662,256338,878136,843730,3372261,630742,1021784,278960,288164,575617,1437135,184535,2577925,365797,134166,672396,1200409,340520,405941,484564,812765,214415,452174,168827,484445,535923,667302,246260,436846,405929,101641,128602,1125297,102226,107661,441747,323204,107444,400667,491747,12182,266818,436030,221578,114710,302664,939598,117834,85199,110202,70276,722444,490756
PC(16:0_18:0),605925,8898332,851180,6190529,6533668,5933195,12641147,5522829,4045407,7088658,5028964,6278591,10416846,1925714,13185137,4740564,6244877,7140035,84760,12041575,1369398,7984897,4653832,6631831,11923635,7742204,5883521,3840048,5928908,1668370,2412083,12994846,5839562,13199088,12643990,8747344,1167135,4274248,5081849,6336345,5969797,6959077,11247972,2456138,2963659,6046582,12349025,392120,12273997,11606223,5118490,11046438,11810833,3831164,1495851,176072,6187525,11805537,3207004,6277797,11471227,11869376,9888925,1334265,11832354,11758970,11005416,12251053
AC(18:1),589885,350368,12461,407396,297837,396673,189490,522840,420404,430793,435619,281906,451043,379588,434540,402590,343567,454692,335204,346065,443324,291108,310981,357222,366678,281530,371112,378845,308185,288534,309553,621012,562100,402030,316329,260844,498520,409437,335734,336257,218976,560625,487122,601949,573823,357539,364588,363359,420846,324388,381794,326673,310451,293340,261398,2691,316102,296668,359455,370408,354027,343333,229420,405469,320106,281753,337878,419830
